iter	Logloss
0	0.6113442845
1	0.5556945749
2	0.4988619144
3	0.4478887339
4	0.4078325049
5	0.3696027533
6	0.3422348862
7	0.3134419006
8	0.2848921405
9	0.265665377
10	0.2482540534
11	0.2324151749
12	0.2192399099
13	0.2083046209
14	0.1963593209
15	0.1864585885
16	0.1781885263
17	0.1698511342
18	0.1633694611
19	0.1569327103
20	0.1515832889
21	0.1464181043
22	0.1412100235
23	0.1372246098
24	0.1339760863
25	0.1300122105
26	0.1265554831
27	0.1228801983
28	0.1197197601
29	0.1161122911
30	0.1134737268
31	0.1104737121
32	0.1081731958
33	0.1054273801
34	0.1037129388
35	0.1013261588
36	0.09955750404
37	0.09721471783
38	0.09569255959
39	0.09378272475
40	0.09189183961
41	0.08968940124
42	0.08838916255
43	0.08713195177
44	0.08599309839
45	0.08429944913
46	0.08210587036
47	0.08061879543
48	0.07915346223
49	0.07747305845
50	0.07657117413
51	0.07518943473
52	0.07402507979
53	0.0729945351
54	0.07199451537
55	0.07103707963
56	0.06994153705
57	0.06916174964
58	0.06819377062
59	0.06711023996
60	0.06600985918
61	0.06500522164
62	0.06399171722
63	0.06334331233
64	0.06258921919
65	0.06185933339
66	0.0612815628
67	0.06054462988
68	0.05969254561
69	0.05885825636
70	0.05805755965
71	0.05706319669
72	0.05641298087
73	0.05570705739
74	0.05522075834
75	0.05462252293
76	0.05392172333
77	0.05338351265
78	0.05275191733
79	0.05210171058
80	0.05138617116
81	0.05049754186
82	0.04995128369
83	0.04939584769
84	0.04893802847
85	0.04835328934
86	0.0477295135
87	0.0471576575
88	0.04675323784
89	0.04634869495
90	0.0458590961
91	0.04547861384
92	0.04504632848
93	0.04444519923
94	0.04397489241
95	0.04352198981
96	0.04308847916
97	0.04265330827
98	0.04233458275
99	0.04191557677
100	0.04163124113
101	0.04096771405
102	0.04050716168
103	0.04001270794
104	0.0395667686
105	0.03920676092
106	0.03877005525
107	0.03846478796
108	0.03818837983
109	0.03777660317
110	0.03744960636
111	0.03690946978
112	0.03645892011
113	0.03619096932
114	0.03587123926
115	0.03546285621
116	0.03499795326
117	0.03466823983
118	0.03422634256
119	0.03381002066
120	0.03352045936
121	0.03322928254
122	0.03287245224
123	0.03260295799
124	0.03236757401
125	0.03211239289
126	0.03184360895
127	0.03165820731
128	0.03138869939
129	0.03105775772
130	0.03087720592
131	0.03068205376
132	0.03042904924
133	0.03002812134
134	0.02970913179
135	0.02941236508
136	0.02918201757
137	0.02890676974
138	0.02856778733
139	0.02829507167
140	0.02806431259
141	0.02775824943
142	0.02751668957
143	0.02731804315
144	0.02705322761
145	0.02666174589
146	0.0264798847
147	0.02616779207
148	0.02589780838
149	0.02569701346
150	0.02554982963
151	0.0252033207
152	0.02495389901
153	0.02468935741
154	0.02439433107
155	0.02411843359
156	0.02400950578
157	0.02374531216
158	0.02333977025
159	0.02313664449
160	0.02296241486
161	0.02271472031
162	0.02248070629
163	0.02230308841
164	0.02208799989
165	0.02191621025
166	0.02172449681
167	0.02159435141
168	0.02133211759
169	0.0211756288
170	0.02099840914
